anger_regular_39|ふん|ふん、今さら何を言っても遅いわ。あなたが咎められるべきことはもっと前から分かっていたはずよ。
anger_regular_40|ふん|ふん、私のプライバシーを侵害するなんて、どういうつもりだ？
anger_regular_41|もう|もう！君がいつもそんなに無茶をするから、体を痛めるんだよ。反省しなさい！
anger_regular_42|もう|もう、あなたの偏見には本当にうんざりするわ。人を見る目をもっと広げなさいよ。
anger_regular_43|もう|もう、何度も夫婦喧嘩してどうするんだ？話し合いができないなら、もう別れた方がいいんじゃないか。
anger_regular_44|もう|もう、あなたはいつも人を見下すばかりですね。本当に腹が立ちます。
anger_regular_45|ああ？|ああ？押し付けがましいって、自分勝手に私の時間を割いてくるくせに何言ってるんだ？
anger_regular_46|ああ？|ああ？最低な態度だよ。もう少しマナーを守れよ。
anger_regular_47|ええ|ええ、君の狭隘な考えは本当に腹立たしい。もっと広い視野を持って物事を考えろ。
anger_regular_48|ええ|ええ、お前は狡い奴だな。自分の利益のために他人を利用してばかりいる。
anger_regular_49|おい|おい、不親切な態度はやめろよ！みんなが困っているときに、君だけが助けを拒むなんて許せない。
anger_regular_50|おい|おい、いたしかたないって言われても納得できないんだよ。もっと努力しなさい！
anger_regular_51|おのれ|おのれ！こんなインチキ商品を売っているとは何事だ！お金を返せ！
anger_regular_52|おのれ|おのれ！あなたの不注意でここまで損害が出たんだぞ！どう責任をとるつもりだ？
anger_regular_53|このー|このー、あなたは人生経験が足りないから、周りの人たちがどんなに苦労しているのか理解できないんでしょう？
anger_regular_54|このー|このー！敗北したくなければ、もっと努力しなさいよ！
anger_regular_55|こら|こら、何でいつも大切なことを後回しにするんだ？今すぐやればいいのに。
anger_regular_56|こら|こら、荒削りな仕事をして、こんなもので満足できると思っているのか？もっと丁寧に仕上げなさい！
anger_regular_57|なに|なに、また反乱を起こすつもりか？もう十分だ、静かにしていろ！
anger_regular_58|なに|なに？白々しいことを言っているんじゃない！自分でやったことをちゃんと認めるべきだよ。
anger_regular_59|ちぇっ|ちぇっ、私たちの提案が却下されたって本当ですか？もっと真剣に検討してくださいよ。
anger_regular_60|ちぇっ|ちぇっ、あの悪女にはもううんざりだ。彼女の行動にはいつも怒りしか覚えない。
anger_regular_61|はぁ？|はぁ？政治不信を感じるのは当然でしょう！あの政治家は何もしないくせに、私たちを騙してるんだから！
anger_regular_62|はぁ？|はぁ？誰がこんなに大きな咆哮を上げたんだ？静かにしなさい！
anger_regular_63|ふん|ふん、被害者面するのはやめてください。自業自得だと思いますよ。
anger_regular_64|ふん|ふん、オヤジ臭いと言われたくなければ、自分で自分の身だしなみを気遣えよ。
anger_regular_65|もう|もう！誰が暴行を働いたのか教えなさい。被害者のためにも、すぐに解決しなければなりません。
anger_regular_66|もう|陰謀を企んでいたなんて信じられない！もう、二度と会わないでくれ！
anger_free_01|NA|あんたは誰だと思っているの？生意気な態度は許せない。
anger_free_02|NA|腹黒いなんて言うな！あなたのような人間には理解できないこともあるのよ！
anger_free_03|NA|異議を唱えるのはもうやめろ！君が悪いことをしたことは明白だ。
anger_free_04|NA|なんでそんなに否定的なの？もっと現実的に考えなさいよ。
anger_free_05|NA|なぜいつも私を反目するんだ？何か文句があるなら言ってみろ。
anger_free_06|NA|こんなことになる前に、私がヴァンパイアだって言ってたのに、信じてくれなかったんだろう！
anger_free_07|NA|サブスティテューションなんて、お前の能力不足の証拠だろうが！
anger_free_08|NA|この学校のエデュケーションは何だったの？何も教えてくれないじゃないか！
anger_free_09|NA|この話の脈絡が全くわからないわ。もっとちゃんと説明してよ！
anger_free_10|NA|何度も言わなきゃわからないの？この機械をつぶしてしまったら、自分の首を絞めることになるんだよ。
disgust_regular_01|いや|いや、あんな醜い人間を見るのは本当に嫌だ。
disgust_regular_02|いや|いや、あの人は恥ずかしくなるほど下品な言葉遣いをするんだよ。
disgust_regular_03|いや|いや、あの人が嫌いすぎて顔を見るだけで吐き気がするんだ。
disgust_regular_04|いや|いや、そのような不道徳な行為をしている人たちは、社会的に唾棄されるべきだと思います。
disgust_regular_05|いや|いや、あの人の臭さはただの不潔さではなく、もう何日も風呂に入っていないような臭いで、本当に我慢できない。
disgust_regular_06|いや|いや、あの家は本当にみすぼらしい。中に入る前から不快な気分になる。
disgust_regular_07|いや|いや、あの人の話は聞き苦しいほどつまらない。もう２度と話しかけないで欲しい。
disgust_regular_08|うあ|あの人はいつも自分のことばかりで周りを全く考えていない、独善的な人間なんだよね。うあ、嫌だ。
disgust_regular_09|うあ|うあ、君の言葉は本当に私を傷つけましたよ。もう二度とそんなこと言わないでください。
disgust_regular_10|うあ|うあ、あの専横な上司には本当に辟易としてしまいます。仕事ができるとは言え、人間性が欠如していると思います。
disgust_regular_11|うあ|うあ、この排水溝のにおいはまさに人間の排泄物のようです。
disgust_regular_12|うあ|うあ、あの卑しい男がまた私に近づいてきた。本当に嫌だ。
disgust_regular_13|うあ|うあ、あの人は本当に音痴で、歌を聞くと耳が痛くなるよ。
disgust_regular_14|うあ|うあ！下痢は本当に嫌だ。トイレに行くたびにお腹が痛くなって、もう我慢なんてできない。
disgust_regular_15|うぇ|この場所は臭くて、音もうるさくて、人も多すぎる、うぇ！ここにいるのは本当に嫌だ。
disgust_regular_16|うぇ|うぇ、誰がこんなに綺麗な場所に排泄物を捨てるんだろう？ほんとうに気持ち悪い。
disgust_regular_17|うぇ|うぇ、水疱瘡って本当に不快な病気ですよね。赤くてかゆくて、見ているだけで気持ちが悪くなります。
disgust_regular_18|うぇ|うぇ！誰かが屁をこいた臭いがする。すごく不快だ。
disgust_regular_19|うぇ|うぇ、また水漏れが起きている。この湿気とカビ臭い匂いは本当に嫌だ。
disgust_regular_20|うぇ|うぇ、このシミは何？臭いし、見ているだけで気分が悪くなる。
disgust_regular_21|うぇ|うぇ、泥水を飲むなんて考えられないわ。あんな汚い水で病気になるだけよ。
disgust_regular_22|うわ|うわ、あの人の考え方は完全に非合理的だ。話を聞いているだけで頭が痛くなる。
disgust_regular_23|うわ|うわ、またステレオタイプな考え方を持っている人がいるんだ。本当に嫌になるよ。
disgust_regular_24|うわ|うわ、あんな醜悪な顔をしていたら誰も近寄ってきませんよ。
disgust_regular_25|うわ|うわ、あの毒舌女性は本当に他人の気持ちを考えずに人を傷つける言葉ばかり吐きますね。
disgust_regular_26|うわ|うわ、あんなにたくさんの人がいる人ごみに入るなんて嫌です。息苦しくて動けないし、汗でベタベタして不快感しかありません。
disgust_regular_27|うわ|うわ、この靴下は臭くてなじまない！もう二度と履きたくない！
disgust_regular_28|うわ|うわ、あの人の妄想に巻き込まれたくない。一緒にいると気持ち悪い。
disgust_regular_29|ええ|ええ、そんな悪癖を持っている人は近づきたくないですね。
disgust_regular_30|ええ|ええ、本当にしつこいですね。もうやめてください。
disgust_regular_31|ええ|ええ、あの横暴な態度を持つ人と付き合うのは本当にむり。どうにかしてくれ。
disgust_regular_32|ええ|ええ、どう見てもこのチーズは腐敗しているだろう？食べるのは絶対に嫌だ。
disgust_regular_33|ええ|ええ、掃除とかめんどう臭くて、
disgust_regular_34|ええ|ええ、あの寝汗の臭いは本当に嫌でたまらないです。
disgust_regular_35|ええ|ええ、伝染病にかかったら本当に大変ですよ。私はそのような危険を冒すのは嫌です。
disgust_regular_36|おえ|おえ、腸炎になったらトイレにこもりっきりで、吐き気や下痢に苦しみますよ。
disgust_regular_37|おえ|おえ、こんなに不健康なものを食べるなんて、本当に吐き気がする。
disgust_regular_38|おえ|おえ、二日酔いって本当に最悪ですね。頭が痛くて、吐き気がして、体がだるくて、食欲もない。
disgust_regular_39|おえ|おえ！部屋に入った瞬間、異臭がして私は気持ち悪くなってしまった。
disgust_regular_40|おえ|おえ！あの不浄な男がまたここにいる！彼の体臭は臭いというよりも、生ごみが腐ったような匂いがする。
disgust_regular_41|おえ|おえ！あの膿腫がまた大きくなってしまった。匂いがひどく、見るだけで胃が痛くなる。
disgust_regular_42|おえ|おえ！あの鼠がまた出た！その汚らしい尻尾を見るだけで、私の背筋が凍りつく。
disgust_regular_43|げっ|あの汚いトイレには病原菌がいっぱいだ、げっ。近づくのも嫌だ。
disgust_regular_44|げっ|げっ、こんなに汚い泥沼の中には入りたくないです。
disgust_regular_45|げっ|げっ、あの汚い食べ物を見たら反吐が出そうになります。
disgust_regular_46|げっ|げっ、伝染病にかかった人が近くにいたら、私はすぐにその場から逃げたい。
disgust_regular_47|げっ|げっ、あの人の指からヤニが滴り落ちている。気持ち悪い！
disgust_regular_48|げっ|げっ、その酒乱野郎がまた来たの？今度こそ警察に通報するわ！
disgust_regular_49|げっ|げっ、なんであそこに虫たちが群がっているかと思ったら、腐った羊の死体があります。
disgust_regular_50|いや|いや、あんな些細なことで過剰反応するなんて、どうしようもなくて不快だ。
disgust_regular_51|いや|いや、あの身勝手な態度には本当に腹が立ちます。自分勝手に行動する人は本当に嫌いです。
disgust_regular_52|いや|いや、あなたの投げやりな態度は本当に不愉快ですよ。もっと責任を持って仕事をしてください。
disgust_regular_53|うあ|うあ、この生臭い匂いは何？この食べ物は腐っているんじゃないかと思うほど不味い！
disgust_regular_54|うあ|うあ、私はこのような不潔な場所で仕事をするつもりはない。即座に掃除をしなければ、私はこの取引を中止する。
disgust_regular_55|うぇ|うぇ、こんなに酷い話を聞いたのは初めてだわ。もう聞きたくない！
disgust_regular_56|うぇ|うぇ、こんなドロドロしたもの触るの無理！誰かやって！
disgust_regular_57|うわ|うわ、この音楽、騒がしすぎて集中できないよ。
disgust_regular_58|うわ|うわ、何でこんなに人が多いんだよ！もう一歩も動けないじゃないか！
disgust_regular_59|ええ|ええ、本物と思ったら偽者だったなんて本当に信じられない。気持ち悪い！
disgust_regular_60|ええ|ええ、この水の中にはあんなに濁りがあって、見るに堪えませんね。
disgust_regular_61|おえ|おえ、この醜態を見て！もう目を背けたくなるわ！
disgust_regular_62|おえ|おえ、あの汗臭いTシャツを着てる人、電車の中でかなり臭くなってきてるよ。
disgust_regular_63|げっ|げっ、この虫が体に触れたら、気が狂いそう！
disgust_regular_64|げっ|げっ、このドアノブがベタベタしているのは、何なのよ！
disgust_free_01|NA|彼女の下品な言葉遣いは本当に耐えられない。
disgust_free_02|NA|ヴァンパイアなんて、血を吸うだけで生きていけるクソ生き物に過ぎない。吐き気がするわ。
disgust_free_03|NA|このサブスティテューションはまったく使い物にならない。最悪だ。
disgust_free_04|NA|あの人の価値観は、いつも物事をただリデュースすることばかりで、全く考え方が狭いと思う。
disgust_free_05|NA|あの食べ物は妙な味がして、吐き気がしてきた。
disgust_free_06|NA|彼女の部屋に入るとゴミの匂いがして、とても不快でした。
disgust_free_07|NA|隣人たちは毎晩騒騒しいパーティーを開いて、私たちの睡眠を妨げている。本当にうんざりだ。
disgust_free_08|NA|彼の言動はまるで中学生かと思うほどガキっぽい。本当に嫌だ。
disgust_free_09|NA|頼むからそういうくだらないダジャレはやめてくれよ。
disgust_free_10|NA|不用意な言動で人を傷つけるなんて、最低だと思わないか？
fear_regular_01|うわ|うわ、不景気の影響で失業してしまうかもしれない。どうしよう、心配で眠れない。
fear_regular_02|うわ|うわ、世界的な経済危機が起きたら、私たちの生活はどうなるんだろう。
fear_regular_03|うわ|うわ、地震だ！早く逃げろ！
fear_regular_04|うわ|うわ、あの暴風雨はきっと災いをもたらすに違いない。
fear_regular_05|うわ|山奥で突然熊に遭遇して、慄然として声も出なかった。うわ、どうしよう。
fear_regular_06|うわ|うわ、核戦争が起こったら、人類は滅びるかもしれない。
fear_regular_07|うわ|うわ、昨日のニュースで暴行事件が起こっていたなんて知らなかった。今夜は怖くて眠れない。
fear_regular_08|きゃあ|きゃあ、ここは夜遊びする場所じゃない。周りが物騒な感じがして、怖い。
fear_regular_09|きゃあ|きゃあ、あの人たちはパニックに陥り始めている。何かが起こる前触れなのかもしれない…。
fear_regular_10|きゃあ|きゃあ！ばい菌に感染してしまったら大変なことになる！早く医者に診てもらわなきゃ。
fear_regular_11|きゃあ|あの山が噴火したら、周りの人々はみんな犠牲になってしまう、きゃあ、早く避難しなければ！
fear_regular_12|きゃあ|夜の森で、人を食ったと噂される熊に出くわした！きゃあ、助けてください！
fear_regular_13|きゃあ|きゃあ、あの建物の廃墟が不気味すぎて、中に誰かいるような気がして怖くて入れない。
fear_regular_14|きゃあ|きゃあ、あの森は暗くて怖いですね。一人で歩くのは危険かもしれません。
fear_regular_15|ぎゃあ|ぎゃあ、内乱が勃発したらどうしよう。生活が壊れ尽くしたり、身の安全が脅かされたりするかもしれない。
fear_regular_16|ぎゃあ|ぎゃあ、昨日夜中に脅迫電話がかかってきた。もう一人で家にいるのは怖いなあ。
fear_regular_17|ぎゃあ|ぎゃあ、新しいウイルスが変異したと聞いて、これ以上どうなるか分からない世界に生きていると思うと怖くてたまらない。
fear_regular_18|ぎゃあ|ぎゃあ！放射性物質が漏出していると聞いて、周りの人々は一斉にパニックに陥った。
fear_regular_19|ぎゃあ|ぎゃあ、この険しい山道を歩くのは本当に怖い！
fear_regular_20|ぎゃあ|ぎゃあ、この山道は本当に隘路だ。一歩間違えれば崖に転落するかもしれない。
fear_regular_21|ぎゃあ|ぎゃあ、あの恐るべき巨大な竜巻が私たちの方に向かって来ています！早く避難しましょう！
fear_regular_22|ひっ|ひっ、昨夜見た悪夢があまりにも恐ろしかったので、今でも震えが止まりません。
fear_regular_23|ひっ|ひっ、傷口から細菌が入って敗血症になったら、もう手遅れになってしまうかもしれない。早く病院に行かなければ。
fear_regular_24|ひっ|ひっ、あの小学生が誘拐事件に巻き込まれてしまったと聞いて、子供を持つ親として恐怖でいっぱいになってしまった。
fear_regular_25|ひっ|ひっ、この雨が続けば、もしかしたら大洪水になるかもしれない。すぐに避難しなければ。
fear_regular_26|ひっ|怖い話を聞いて、私の腕には鳥肌が立ち上がっている、ひっ、何かが見えるような気がして怖い。
fear_regular_27|ひっ|ひっ、この厳寒の中、山奥で迷子になったらどうしよう。生きて帰れるかな？
fear_regular_28|ひっ|森の奥にいる獣の鳴き声が怖い、ひっ、もう帰りたい。
fear_regular_29|ひい|ひい、今日のニュースで聞いた事件は、私が住むこの町で起こったんだ。怖くて外出するのが怖くなってきた。
fear_regular_30|ひい|ひい、この事件は単独犯の仕業だと思うと、犯人がまだ逃げているかもしれないことが怖い。
fear_regular_31|ひい|ひい、街の抗争が激化して、いつ自分が巻き込まれるか分からない。
fear_regular_32|ひい|夜道を歩いていたら、ひい、暴走族のバイク団が突然やって来た。怖くて足がすくんだ。
fear_regular_33|ひい|ひい、あの暴行事件は本当に怖かった。もう二度とあんな体験はしたくない。
fear_regular_34|ひい|あの建物は地震の後から不安定のままになっていた、ひい、今いるのはとても危険だ。
fear_regular_35|ひい|ひい！あそこには難破した船がある。今夜は海が荒れているから、近づかない方がいいよ。
fear_regular_36|ひえ|ひえ、このまま長雨が続くと、農作物が壊滅的な被害を受け、飢饉が起こるかもしれません。
fear_regular_37|ひえ|地震の被害に遭った人たちの苦しみを想像すると、ひえ、自分たちも同じような被害に遭うかもしれないと不安になる。
fear_regular_38|ひえ|ひえ、テロリズムが蔓延する世界で生きることが怖くて何もできない。
fear_regular_39|ひえ|ひえ、弱者が社会に踏み潰されるのを見ると、自分も同じようになってしまうのではないかと不安になる。
fear_regular_40|ひえ|ひえ、怖くて腰抜けになりそうだ！あそこにいるのはサイコパスの殺人犯だ！
fear_regular_41|ひえ|山中で追われているとき、後ろから迫ってくる殺気を感じて、ひえー、もうダメだと思った。
fear_regular_42|ひえ|あの事件以来、私は疑心暗鬼に陥っている、ひえ、誰が友達で誰が敵か分からない。
fear_regular_43|わあ|わあ、あの映画のシーンで見たような残忍な殺し方を想像するだけで、怖くてたまらない。
fear_regular_44|わあ|わあ、突然の戒厳令で街中が騒然となった。このままでは何が起こるかわからない。
fear_regular_45|わあ|敵軍から一斉射撃が始まったとき、わあ、私は本当に怖くて身動きができなかった。
fear_regular_46|わあ|わあ、昨日夜中に家の前でストーカーがいたんです！怖くて一晩中眠れませんでした。
fear_regular_47|わあ|あの男性の威圧的な態度に、わあ、私は怖くて声も出せなかった。
fear_regular_48|わあ|わあ、国の通貨危機で物価が暴騰して、買い物ができなくなるかもしれない。
fear_regular_49|わあ|わあ、国の政府がクーデターに遭ったのは聞いていたけど、今自分の目で見ると怖すぎて心臓が止まりそうだ。
fear_regular_50|いや|いや、胸が張り裂けそうだ…この暗闇でひとりになったら、絶対に殺される…！
fear_regular_51|いや|いや、あの人の目が怖すぎて…何か言われる前に逃げ出したい…！
fear_regular_52|いや|いや、この辺りには何か悪いものが潜んでいるに違いない…！逃げなきゃ…！
fear_regular_53|いや|いや、あの音は何だ…？ああっ！誰か来た…！逃げろ…！
fear_regular_54|いや|いや、あの人の笑い声が耳に残る…こんなに不気味な笑い声を聞いたことがない…！
fear_regular_55|いや|いや、ここは絶対におかしい…！何か異常な感じがする…！
fear_regular_56|いや|いや、あの人の目つきが…嫌な予感がする…逃げなきゃ…！
fear_regular_57|いや|いや、あの影が…何だ、あの影は…？！
fear_regular_58|いや|いや、こんなに寒くなるなんて…何かが起こる前触れなのかもしれない…！
fear_regular_59|いや|いや、何かが背後にいる…もう動けない…！
fear_regular_60|うわ|うわ、あの巨大な怪物が迫ってくる、恐怖で足がすくんでしまう。
fear_regular_61|うわ|うわ、あの大震災以来、凶報を聞くたびに震えが止まらなくなる。
fear_regular_62|きゃあ|あの巨大な嵐が近づいている、きゃあ、このままでは町に災禍が降りかかる！
fear_regular_63|きゃあ|あの森の中には、怪異な存在が潜んでいると噂されています。きゃあ、行くのはやめよう！
fear_regular_64|ぎゃあ|ぎゃあ！何も知らないで電気回路に触れたら、感電してしまうよ！
fear_regular_65|ぎゃあ|ぎゃあ、この森には危険な毒蛇が生息していると聞いた。もう二度と来ることはない！
fear_regular_66|ひっ|ひっ、医師から肝臓がんの診断を受けたと聞いて、私は恐怖で震えた。
fear_regular_67|ひっ|あの人たちはテロリストだと言われているんだ、ひっ、こんなところで遭遇したらどうしよう。
fear_regular_68|ひっ|ひっ、この国はまた動乱に陥ってしまったのか。ますます危険になりそうだ。
fear_regular_69|ひい|ひい！あの犯人は逃亡中だと聞いた。もし彼がこの近くにいたらどうしよう。
fear_regular_70|ひい|ひい！あの蛇はとても危なそうだ、毒液にやられたら死んでしまうかもしれない。
fear_regular_71|ひい|ひい、あの建物からは死人が出たという噂を聞いたよ。
fear_regular_72|ひい|ひい！目の前で暴力行為が行われている！早く警察に通報しなければ。
fear_regular_73|ひえ|ひえ、高速道路でアクシデントが起こったようです。もしかしたら私たちにも影響があるかもしれません。
fear_regular_74|ひえ|ひえ、彼の吐血した姿を見たとき、私は本当に怖かった。
fear_regular_75|わあ|わあ、あの拷問の方法は本当に残忍です。誰かが助けに来る前に私たちは狂ってしまうかもしれません。
fear_regular_76|わあ|わあ、今日の嵐はとても恐ろしいですね。家に帰って避難しなくては！
fear_regular_77|わあ|わあ、あの狂人は私たちを襲うかもしれないから、近づかない方がいいです。
fear_free_01|NA|テロの疑いがある荷物が見つかったというニュースを聞いて、空港で爆発が起きてしまうのではないかと恐ろしく思った。
fear_free_02|NA|このような危険な任務に経験不足の私が選ばれたことに、正直言って怖さを感じています。
fear_free_03|NA|目の前で彼女が誘拐された時、私は怖くて身動きもできなかった。
fear_free_04|NA|テレビで聞いたけど、あの高いビルの上での転落事故は本当に怖い。
fear_free_05|NA|彼の目には、まるで人を殺すかのような殺意が宿っていた。
fear_free_06|NA|火事だ！すぐに避難しましょう！
fear_free_07|NA|深夜に一人歩いていると、突然背後にヴァンパイアが現れた！
fear_free_08|NA|今日の試合で主力選手が怪我をしたら、代わりに出場する選手はいない、サブスティテューションができないからとても怖いです。
fear_free_09|NA|昨夜、デュパン氏の家から奇妙な音が聞こえて、誰かが侵入したのではないかと不安になった。
fear_free_10|NA|あの森に入るのは怖い、そこに住む奇妙な生き物がいると聞いたからだ。
happy_regular_01|あはは|今日の山登りは最高だった！山頂で見た景色は言葉に表せないほど美しかった！あはは、絶頂の喜びが胸に溢れるよ！
happy_regular_02|あはは|あはは、昨日の授賞式で私の友達が最優秀女優賞を受賞したんだ！本当に素晴らしい演技だったよ。
happy_regular_03|あはは|昨日、宝くじを買ったら、100万円が当たったよ！あはは、ラッキー！
happy_regular_04|イエーイ|イエーイ！私たちの会社は新しい製品のおかげで知名度が急上昇しているんだ！顧客からの反応もすごく良くて、本当に嬉しいよ！
happy_regular_05|イエーイ|イエーイ！今日は手頃な価格で美味しい食事を楽しめたんだ！
happy_regular_06|イエーイ|昨日、サーフィンを初めて体験してきたよ！イエーイ！波に乗る感覚は最高だった！
happy_regular_07|うおー|うおー！私たちのチームが決勝ゴールを決めた瞬間は、本当に感動的だったよ。みんなで喜びの声を上げたね。
happy_regular_08|うおー|うおー、久しぶりに会った友人と一緒に過ごす時間は最高だった！会話も盛り上がって、本当に楽しかった！
happy_regular_09|うおー|うおー、今日は海で泳ぐのが本当に気持ちがいい！さっきまで暑かったのに、海に入ったら涼しい風が吹いて最高だったよ。
happy_regular_10|うふふ|昨日私は自分の目標を達成したんだ！うふふ、こんなに嬉しいことはないよ！
happy_regular_11|うふふ|うふふ、私たちのグループは真の友愛の精神で結ばれています。本当に幸せです。
happy_regular_12|うふふ|うふふ、お正月にもらったお年玉で新しいスマホを買っちゃった！もう写真撮るのが楽しくて楽しくて！
happy_regular_13|ええ|ええ、彼女は本当に素晴らしい美声を持っている。聴くだけで幸せな気分になる。
happy_regular_14|ええ|ええ、今日の夕飯は最高だった！手作りのピザとデザートがあって、お腹も心も満たされた感じがして最高に満足感があるよ。
happy_regular_15|ええ|ええ、このリゾートホテルのプールは本当に心地よい。水の温度もちょうどいいし、景色も最高だよ。
happy_regular_16|えへへ|今、私は大学の合格通知をもらったんだ！えへへ、歓喜のあまり飛び跳ねたくなるぐらいうれしい！
happy_regular_17|えへへ|今日は友達にたくさん手伝ってもらって、とっても感謝してるんだ。えへへ、本当にありがたい！
happy_regular_18|えへへ|昨日、オークションで逸物の刀を手に入れたんだ！えへへ、これで私の刀コレクションも充実したよ！
happy_regular_19|おお|おお、昨日、私の大ファンが私の曲をカバーしてくれたところを見たんだ！それを見て、とても幸せになったよ。
happy_regular_20|おお|おお、私の祖母は手術を受けた後、ついに完全に治癒したんだ！元気いっぱいになって本当に良かった！
happy_regular_21|おお|おお！私はついに英語の資格試験に合格して、認定されたよ！これで英語がもっと話せるようになるぞ。
happy_regular_22|はは|今回の選挙で、私のおじいさんが得票数1位を獲得したんだ！はは、家族全員でお祝いするよ！
happy_regular_23|はは|はは、今日の運動会は楽しかったね！特にリレーの時はみんなが協力して走ってくれたから、最高の思い出になったよ。
happy_regular_24|はは|はは、本当にラッキーだった！今日の抽選で、1等賞を当てたんだ！それも、夢にまで見たヨーロッパ旅行が当たったんだ！
happy_regular_25|ふふ|彼女が私にほほ笑みを浮かべてくれたとき、とっても嬉しかったんだ。ふふ、幸せな気持ちでいっぱいだ。
happy_regular_26|ふふ|最近、自分の人生に充実感を感じているんだ。友達、家族、そして仕事もうまくいっている。ふふ、本当に幸せだ
happy_regular_27|ふふ|ふふ、今日のデートはロマンティックだった！夜景を見ながら手を繋いで、とても幸せな気持ちになったよ。
happy_regular_28|へへ|昨日のイベント、大盛況だったよ！たくさんの人が来てくれて、へへ、すごく嬉しかった！
happy_regular_29|へへ|今日はスーパーで買い物したら、予想外にキャッシュバックがもらえたんだ！へへ、ラッキー！
happy_regular_30|へへ|彼女の誕生日プレゼント、ぴったりのものを見つけたんだ！へへ、喜んでもらえるといいな。
happy_regular_31|やった|やった！ついに私たちの会社が世界進出することになったんだ！私たちは世界中の人々にサービスを提供できるんだ！
happy_regular_32|やった|私たちの国と彼らの国との友好協定が結ばれた！これでより良い関係を築いていけるね。やった！
happy_regular_33|やった|やった！私たちが買った株式は高値で売れたんだ！大金を手に入れたよ！
happy_regular_34|よし|よし、彼女は一生懸命勉強して、ついに大学に合格したんだ！彼女の頑張りが報われて、とても嬉しいよ！
